Campaign	Station - Device Operation	Device Types	Device Types Code	Device	Device Code	Date/Time (Start)	Action (Start)	 (Start)	 (Start)	Depth (m) (Start)	Comment (Start)	Date/Time (End)	Action (End)	 (End)	 (End)	Depth (m) (End)	Comment (End)	Date/Time station start	 station start	 station start	Depth (m) station start	Comment station start	Date/Time profile start	 profile start	 profile start	Depth (m) profile start	Comment profile start	Date/Time max depth/on ground	 max depth/on ground	 max depth/on ground	Depth (m) max depth/on ground	Comment max depth/on ground	Date/Time station end	 station end	 station end	Depth (m) station end	Comment station end	Date/Time profile end	 profile end	 profile end	Depth (m) profile end	Comment profile end	Comment (Station)	Comment (Device Operation)
M161	M161_152-1	Methane Sensor,Oxygen Sensor,Fluorometer,Altimeter,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors	METHAN,O2,FLU,ALTI,POS,WS,CTD	CTD	CTD	2020/02/09 02:34:12	in the water			4492	W2, clean ship	2020/02/09 03:04:10	on deck			4493												2020/02/09 02:49:46			4492	SLmax = 800m												
M161	M161_153-1	Altimeter,Oxygen Sensor,Methane Sensor,Water Sampler,Fluorometer,Positioning System,Conductivity-Temperature-Depth Sensors	ALTI,O2,METHAN,WS,FLU,POS,CTD	CTD	CTD	2020/02/09 04:36:52	in the water			4493	W2, clean ship	2020/02/09 05:12:18	on deck			4495												2020/02/09 04:54:37			4493	SLmax = 800m												
M161	M161_154-1	Altimeter,Water Sampler,Methane Sensor,Fluorometer,Positioning System,Oxygen Sensor,Conductivity-Temperature-Depth Sensors	ALTI,WS,METHAN,FLU,POS,O2,CTD	CTD	CTD	2020/02/09 06:29:50	in the water			4495	W2, clean ship	2020/02/09 07:06:59	on deck			4494												2020/02/09 06:48:00			4495	SLmax = 800m												
M161	M161_155-1	Oxygen Sensor,Water Sampler,Positioning System,Fluorometer,Methane Sensor,Altimeter,Conductivity-Temperature-Depth Sensors	O2,WS,POS,FLU,METHAN,ALTI,CTD	CTD	CTD	2020/02/09 08:27:48	in the water			4494	W2, clean ship	2020/02/09 09:03:05	on deck			4494												2020/02/09 08:46:17			4494	SLmax = 800m												
M161	M161_156-1	Water Sampler,Altimeter,Positioning System,Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Methane Sensor	WS,ALTI,POS,CTD,FLU,O2,METHAN	CTD	CTD	2020/02/09 10:28:25	in the water			4493	W2, clean ship	2020/02/09 11:04:09	on deck			4494												2020/02/09 10:46:36			4494	SLmax = 800m												
M161	M161_157-1	Conductivity-Temperature-Depth Sensors,Methane Sensor,Fluorometer,Altimeter,Water Sampler,Positioning System,Oxygen Sensor	CTD,METHAN,FLU,ALTI,WS,POS,O2	CTD	CTD	2020/02/09 12:32:09	in the water			4493	W2, clean ship	2020/02/09 13:05:23	on deck			4492												2020/02/09 12:49:55			4492	SLmax = 800m												
M161	M161_158-1	Altimeter,Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Methane Sensor,Water Sampler,Positioning System	ALTI,CTD,FLU,O2,METHAN,WS,POS	CTD	CTD	2020/02/09 14:30:55	in the water			4493	W2, clean ship	2020/02/09 15:02:37	on deck			4494												2020/02/09 14:47:37			4492	SLmax = 800m												
M161	M161_159-1	Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Oxygen Sensor,Altimeter,Fluorometer,Positioning System	CTD,METHAN,WS,O2,ALTI,FLU,POS	CTD	CTD	2020/02/09 16:35:38	in the water			4494	W2, clean ship	2020/02/09 17:12:07	on deck			4494												2020/02/09 16:53:39			4493	SLmax = 800m												
M161	M161_160-1	Oxygen Sensor,Positioning System,Altimeter,Fluorometer,Methane Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors	O2,POS,ALTI,FLU,METHAN,WS,CTD	CTD	CTD	2020/02/09 18:27:08	in the water			4495	W2, clean ship	2020/02/09 19:05:10	on deck			4493												2020/02/09 18:45:58			4494	SLmax = 800m												
M161	M161_161-1	Conductivity-Temperature-Depth Sensors,Fluorometer,Water Sampler,Altimeter,Positioning System,Oxygen Sensor,Methane Sensor	CTD,FLU,WS,ALTI,POS,O2,METHAN	CTD	CTD	2020/02/09 20:28:50	in the water			4495	W2, clean ship	2020/02/09 21:03:36	on deck			4493												2020/02/09 20:46:32			4494	SLmax = 800m												
M161	M161_162-1	Altimeter,Water Sampler,Fluorometer,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Positioning System,Methane Sensor	ALTI,WS,FLU,CTD,O2,POS,METHAN	CTD	CTD	2020/02/09 23:10:49	in the water			4459	W2, clean ship	2020/02/09 23:44:50	on deck			4456												2020/02/09 23:28:22			4459	SLmax = 800m												
M161	M161_163-1	Positioning System,Altimeter,Oxygen Sensor,Water Sampler,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor	POS,ALTI,O2,WS,FLU,CTD,METHAN	CTD	CTD	2020/02/10 02:16:53	in the water			4738	W2, clean ship	2020/02/10 02:49:30	on deck			4738												2020/02/10 02:34:08			4739	SLmax = 800m												
M161	M161_164-1	Altimeter,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Fluorometer,Methane Sensor,Water Sampler,Positioning System	ALTI,CTD,O2,FLU,METHAN,WS,POS	CTD	CTD	2020/02/10 05:02:08	in the water			4951	W2, clean ship	2020/02/10 05:59:40	on deck			4952												2020/02/10 05:20:24			4951	SLmax = 800m												
M161	M161_165-1	Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Positioning System,Altimeter	FLU,O2,CTD,METHAN,WS,POS,ALTI	CTD	CTD	2020/02/10 07:12:54	in the water			4950	W2, clean ship	2020/02/10 07:38:46	on deck			4951												2020/02/10 07:22:07			4950	SLmax = 250m												
M161	M161_166-1	Conductivity-Temperature-Depth Sensors,Fluorometer,Methane Sensor,Oxygen Sensor,Positioning System,Water Sampler,Altimeter	CTD,FLU,METHAN,O2,POS,WS,ALTI	CTD	CTD	2020/02/10 10:39:33	in the water			4828	W2, clean ship	2020/02/10 11:13:58	on deck			4837												2020/02/10 10:57:06			4828	SLmax = 800m												
M161	M161_167-1	Oxygen Sensor,Altimeter,Positioning System,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler	O2,ALTI,POS,FLU,CTD,METHAN,WS	CTD	CTD	2020/02/10 13:27:03	in the water			4867	W2, clean ship	2020/02/10 14:00:49	on deck			4861												2020/02/10 13:44:13			4862	SLmax = 800m												
M161	M161_168-1	Water Sampler,Altimeter,Methane Sensor,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Fluorometer	WS,ALTI,METHAN,O2,CTD,POS,FLU	CTD	CTD	2020/02/10 16:08:24	in the water			5171	W2, clean ship	2020/02/10 16:47:54	on deck			5171												2020/02/10 16:27:05			5171	SLmax = 800m												
M161	M161_169-1	Oxygen Sensor,Positioning System,Water Sampler,Methane Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors,Altimeter	O2,POS,WS,METHAN,FLU,CTD,ALTI	CTD	CTD	2020/02/10 18:29:51	in the water			5172	W2, clean ship	2020/02/10 19:09:56	on deck			5173												2020/02/10 18:49:18			5173	SLmax = 800m												
M161	M161_170-1	Fluorometer,Positioning System,Water Sampler,Methane Sensor,Oxygen Sensor,Altimeter,Conductivity-Temperature-Depth Sensors	FLU,POS,WS,METHAN,O2,ALTI,CTD	CTD	CTD	2020/02/10 20:33:14	in the water			5172	W2, clean ship	2020/02/10 21:08:22	on deck			5171												2020/02/10 20:51:10			5172	SL max = 800m												
M161	M161_171-1	Positioning System,Altimeter,Oxygen Sensor,Water Sampler,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor	POS,ALTI,O2,WS,FLU,CTD,METHAN	CTD	CTD	2020/02/10 22:27:57	in the water			5171	W2, clean ship	2020/02/10 23:02:56	on deck			5171												2020/02/10 22:45:39			5177	SL max = 800m												
M161	M161_172-1	Oxygen Sensor,Water Sampler,Methane Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Positioning System,Altimeter	O2,WS,METHAN,CTD,FLU,POS,ALTI	CTD	CTD	2020/02/11 00:32:50	in the water			5171	W2, clean ship	2020/02/11 01:06:36	on deck			5170												2020/02/11 00:48:49			5172	SLmax = 800m												
M161	M161_173-1	Oxygen Sensor,Water Sampler,Positioning System,Methane Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Altimeter	O2,WS,POS,METHAN,CTD,FLU,ALTI	CTD	CTD	2020/02/11 02:33:19	in the water			5172	W2, clean ship	2020/02/11 03:07:15	on deck			5171												2020/02/11 02:49:25			5170	SLmax = 800m												
M161	M161_174-1	Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Fluorometer,Positioning System,Water Sampler,Altimeter	O2,CTD,METHAN,FLU,POS,WS,ALTI	CTD	CTD	2020/02/11 04:31:50	in the water			5169	W2, clean ship	2020/02/11 05:10:52	on deck			5176												2020/02/11 04:49:45			5181	SLmax = 800m												
M161	M161_175-1	Fluorometer,Altimeter,Positioning System,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Oxygen Sensor	FLU,ALTI,POS,CTD,METHAN,WS,O2	CTD	CTD	2020/02/11 06:27:33	in the water			5171	W2, clean ship	2020/02/11 07:06:13	on deck			5171												2020/02/11 06:45:28			5172	SLmax = 800m												
M161	M161_176-1	Oxygen Sensor,Water Sampler,Altimeter,Conductivity-Temperature-Depth Sensors,Fluorometer,Methane Sensor,Positioning System	O2,WS,ALTI,CTD,FLU,METHAN,POS	CTD	CTD	2020/02/11 08:30:00	in the water			5172	W2, clean ship	2020/02/11 09:08:25	on deck			5171												2020/02/11 08:50:04			5171	SLmax = 800m												
M161	M161_177-1	Methane Sensor,Oxygen Sensor,Fluorometer,Altimeter,Conductivity-Temperature-Depth Sensors,Water Sampler,Positioning System	METHAN,O2,FLU,ALTI,CTD,WS,POS	CTD	CTD	2020/02/11 10:25:12	information			5172	W2, clean ship	2020/02/11 11:02:25	on deck			5173												2020/02/11 10:43:13			5173	SLmax = 800m												
M161	M161_178-1	Conductivity-Temperature-Depth Sensors,Water Sampler,Fluorometer,Altimeter,Positioning System,Methane Sensor,Oxygen Sensor	CTD,WS,FLU,ALTI,POS,METHAN,O2	CTD	CTD	2020/02/11 13:35:27	in the water			5173	W2, clean ship	2020/02/11 14:16:20	on deck			5174												2020/02/11 13:55:05			5173	SLmax = 800m												
M161	M161_179-1	Conductivity-Temperature-Depth Sensors,Water Sampler,Fluorometer,Oxygen Sensor,Altimeter,Positioning System,Methane Sensor	CTD,WS,FLU,O2,ALTI,POS,METHAN	CTD	CTD	2020/02/11 16:24:49	in the water			5173	W2, clean ship	2020/02/11 17:05:13	on deck			5172												2020/02/11 16:44:04			5172	SLmax = 800m												
M161	M161_180-1	Methane Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Fluorometer,Altimeter,Positioning System,Oxygen Sensor	METHAN,WS,CTD,FLU,ALTI,POS,O2	CTD	CTD	2020/02/11 18:19:47	in the water			5170	W2, clean ship	2020/02/11 18:57:21	on deck			5172												2020/02/11 18:38:46			5172	SLmax = 800m												
M161	M161_181-1	Methane Sensor,Positioning System,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Water Sampler,Fluorometer	METHAN,POS,O2,CTD,ALTI,WS,FLU	CTD	CTD	2020/02/12 12:32:06	in the water			4494	W2, clean ship	2020/02/12 13:12:37	on deck			4493												2020/02/12 12:52:45			4495	SLmax = 800m												
M161	M161_182-1	Positioning System,Methane Sensor,Oxygen Sensor,Water Sampler,Altimeter,Conductivity-Temperature-Depth Sensors,Fluorometer	POS,METHAN,O2,WS,ALTI,CTD,FLU	CTD	CTD	2020/02/12 15:57:13	in the water			4452	W2, clean ship	2020/02/12 16:33:17	on deck			4450												2020/02/12 16:15:24			4452	SLmax = 800m												
M161	M161_183-1	Positioning System,Altimeter,Water Sampler,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Oxygen Sensor	POS,ALTI,WS,FLU,CTD,METHAN,O2	CTD	CTD	2020/02/12 18:35:17	in the water			4433	W2, clean ship	2020/02/12 19:13:21	on deck			4435												2020/02/12 18:54:15			4437	SLmax = 800m												
M161	M161_184-1	Conductivity-Temperature-Depth Sensors,Altimeter,Positioning System,Oxygen Sensor,Methane Sensor,Water Sampler,Fluorometer	CTD,ALTI,POS,O2,METHAN,WS,FLU	CTD	CTD	2020/02/12 21:22:52	in the water			4462	W2, clean ship	2020/02/12 21:55:28	on deck			4463												2020/02/12 21:39:30			4462	SLmax = 800m												
M161	M161_185-1	Positioning System,Altimeter,Conductivity-Temperature-Depth Sensors,Fluorometer,Water Sampler,Oxygen Sensor,Methane Sensor	POS,ALTI,CTD,FLU,WS,O2,METHAN	CTD	CTD	2020/02/13 00:33:05	in the water			4473	W2, clean ship	2020/02/13 01:14:01	on deck			4472												2020/02/13 00:53:50			4471	SLmax = 800m												
M161	M161_186-1	Fluorometer,Altimeter,Methane Sensor,Positioning System,Oxygen Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors	FLU,ALTI,METHAN,POS,O2,WS,CTD	CTD	CTD	2020/02/13 04:28:00	in the water			4492	W2, clean ship	2020/02/13 05:27:07	on deck			4493												2020/02/13 04:47:31			4492	SLmax = 800m												
M161	M161_187-1	Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Altimeter,Fluorometer,Oxygen Sensor,Methane Sensor	WS,CTD,POS,ALTI,FLU,O2,METHAN	CTD	CTD	2020/02/13 06:45:49	in the water			4493	W2, clean ship	2020/02/13 07:12:45	on deck			4493												2020/02/13 06:55:02			4493	SLmax = 250m												
M161	M161_188-1	Fluorometer,Altimeter,Oxygen Sensor,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors,Methane Sensor	FLU,ALTI,O2,POS,WS,CTD,METHAN	CTD	CTD	2020/02/13 09:49:20	in the water			4464	W2, clean ship	2020/02/13 10:23:55	on deck			4457												2020/02/13 10:06:48			4462	SLmax = 800m												
M161	M161_189-1	Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Oxygen Sensor,Positioning System,Altimeter	FLU,CTD,METHAN,WS,O2,POS,ALTI	CTD	CTD	2020/02/13 12:35:41	in the water			4739	W2, clean ship	2020/02/13 13:14:20	on deck			4740												2020/02/13 12:55:36			4742	SLmax = 800m												
M161	M161_190-1	Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Water Sampler,Methane Sensor,Positioning System	FLU,O2,CTD,ALTI,WS,METHAN,POS	CTD	CTD	2020/02/13 15:35:39	in the water			4952	W2, clean ship	2020/02/13 16:14:31	on deck			4954												2020/02/13 15:53:40			4954	SLmax = 800m												
M161	M161_191-1	Fluorometer,Methane Sensor,Water Sampler,Positioning System,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Altimeter	FLU,METHAN,WS,POS,O2,CTD,ALTI	CTD	CTD	2020/02/13 18:20:14	in the water			4830	W2, clean ship	2020/02/13 18:57:02	on deck			4833												2020/02/13 18:38:27			4829	SLmax = 800m												
M161	M161_192-1	Methane Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Positioning System,Water Sampler,Oxygen Sensor,Altimeter	METHAN,CTD,FLU,POS,WS,O2,ALTI	CTD	CTD	2020/02/13 21:16:08	in the water			4865	W2, clean ship	2020/02/13 21:50:27	on deck			4865												2020/02/13 21:33:53			4863	SLmax = 800m												
M161	M161_193-1	Methane Sensor,Water Sampler,Altimeter,Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Positioning System	METHAN,WS,ALTI,FLU,O2,CTD,POS	CTD	CTD	2020/02/14 00:23:41	in the water			5172	W2, clean ship	2020/02/14 01:03:10	on deck			5172												2020/02/14 00:43:25			5172	SLmax = 800m												
M161	M161_194-1	Water Sampler,Positioning System,Conductivity-Temperature-Depth Sensors,Altimeter,Oxygen Sensor,Fluorometer,Methane Sensor	WS,POS,CTD,ALTI,O2,FLU,METHAN	CTD	CTD	2020/02/14 03:28:14	in the water			5505	W2, clean ship	2020/02/14 04:08:52	on deck			5516												2020/02/14 03:47:52			5495	SLmax = 800m												
M161	M161_195-1	Oxygen Sensor,Positioning System,Methane Sensor,Altimeter,Conductivity-Temperature-Depth Sensors,Water Sampler,Fluorometer	O2,POS,METHAN,ALTI,CTD,WS,FLU	CTD	CTD	2020/02/14 06:24:39	in the water			5171	W2, clean ship	2020/02/14 07:00:02	on deck			5169												2020/02/14 06:42:25			5172	SLmax = 800m												
M161	M161_196-1	Conductivity-Temperature-Depth Sensors,Positioning System,Methane Sensor,Water Sampler,Oxygen Sensor,Fluorometer,Altimeter	CTD,POS,METHAN,WS,O2,FLU,ALTI	CTD	CTD	2020/02/14 09:23:18	in the water			4864	W2, clean ship	2020/02/14 09:59:21	on deck			4862												2020/02/14 09:42:10			4861	SLmax = 800m												
M161	M161_197-1	Altimeter,Conductivity-Temperature-Depth Sensors,Methane Sensor,Oxygen Sensor,Fluorometer,Water Sampler,Positioning System	ALTI,CTD,METHAN,O2,FLU,WS,POS	CTD	CTD	2020/02/14 12:30:48	in the water			4826	W2, clean ship	2020/02/14 13:09:37	on deck			4829												2020/02/14 12:50:58			4834	SLmax = 800m												
M161	M161_198-1	Methane Sensor,Altimeter,Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Fluorometer,Oxygen Sensor	METHAN,ALTI,WS,CTD,POS,FLU,O2	CTD	CTD	2020/02/14 15:31:23	in the water			4950	W2, clean ship	2020/02/14 16:09:59	on deck			4952												2020/02/14 15:50:28			4951	SLmax = 800m												
M161	M161_199-1	Positioning System,Conductivity-Temperature-Depth Sensors,Methane Sensor,Fluorometer,Water Sampler,Oxygen Sensor,Altimeter	POS,CTD,METHAN,FLU,WS,O2,ALTI	CTD	CTD	2020/02/14 17:58:14	in the water			4921	W2, clean ship	2020/02/14 18:38:12	on deck			4921												2020/02/14 18:16:42			4921	SLmax = 800m												
M161	M161_200-1	Methane Sensor,Altimeter,Conductivity-Temperature-Depth Sensors,Water Sampler,Positioning System,Fluorometer,Oxygen Sensor	METHAN,ALTI,CTD,WS,POS,FLU,O2	CTD	CTD	2020/02/14 20:13:34	in the water			4953	W2, clean ship	2020/02/14 20:50:17	on deck			4953												2020/02/14 20:31:53			4951	SLmax = 800m												
M161	M161_201-1	Altimeter,Oxygen Sensor,Fluorometer,Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Methane Sensor	ALTI,O2,FLU,WS,CTD,POS,METHAN	CTD	CTD	2020/02/14 23:05:23	in the water			4949	W2, clean ship	2020/02/14 23:40:31	on deck			4951												2020/02/14 23:23:54			4948	SLmax = 800m												
M161	M161_202-1	Water Sampler,Altimeter,Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Methane Sensor,Positioning System	WS,ALTI,CTD,FLU,O2,METHAN,POS	CTD	CTD	2020/02/15 01:43:39	in the water			4934	W2, clean ship	2020/02/15 02:19:09	on deck			4933												2020/02/15 02:02:07			4936	SLmax = 800m												
M161	M161_203-1	Conductivity-Temperature-Depth Sensors,Water Sampler,Altimeter,Positioning System,Fluorometer,Oxygen Sensor,Methane Sensor	CTD,WS,ALTI,POS,FLU,O2,METHAN	CTD	CTD	2020/02/15 04:31:07	in the water			4929	W2, clean ship	2020/02/15 05:08:52	on deck			4929												2020/02/15 04:50:17			4930	SLmax = 800m												
M161	M161_204-1	Water Sampler,Altimeter,Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Oxygen Sensor,Fluorometer	WS,ALTI,METHAN,CTD,POS,O2,FLU	CTD	CTD	2020/02/15 07:27:56	in the water			4740	W2, clean ship	2020/02/15 08:03:29	on deck			4742												2020/02/15 07:47:01			4744	SLmax = 800m												
M161	M161_205-1	Oxygen Sensor,Fluorometer,Altimeter,Methane Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System	O2,FLU,ALTI,METHAN,WS,CTD,POS	CTD	CTD	2020/02/15 10:33:01	in the water			4455	W2, clean ship	2020/02/15 11:08:11	on deck			4459												2020/02/15 10:51:13			4455	SLmax = 828m												
M161	M161_206-1	Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Positioning System,Water Sampler,Methane Sensor,Altimeter	O2,CTD,FLU,POS,WS,METHAN,ALTI	CTD	CTD	2020/02/15 13:43:15	in the water			4493	W2, clean ship	2020/02/15 14:21:15	on deck			4494												2020/02/15 14:03:26			4494	SLmax = 800m												
M161	M161_207-1	Water Sampler,Positioning System,Methane Sensor,Oxygen Sensor,Fluorometer,Altimeter,Conductivity-Temperature-Depth Sensors	WS,POS,METHAN,O2,FLU,ALTI,CTD	CTD	CTD	2020/02/15 16:36:09	in the water			4471	W2, clean ship	2020/02/15 17:14:30	on deck			4470												2020/02/15 16:55:21			4470	SLmax = 800m												
M161	M161_208-1	Oxygen Sensor,Methane Sensor,Fluorometer,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors,Altimeter	O2,METHAN,FLU,POS,WS,CTD,ALTI	CTD	CTD	2020/02/15 19:08:20	in the water			4492	W2, clean ship	2020/02/15 19:50:43	on deck			4494												2020/02/15 19:27:22			4493	SLmax = 800m												
M161	M161_209-1	Positioning System,Conductivity-Temperature-Depth Sensors,Fluorometer,Altimeter,Methane Sensor,Oxygen Sensor,Water Sampler	POS,CTD,FLU,ALTI,METHAN,O2,WS	CTD	CTD	2020/02/15 22:19:34	in the water			4455	W2, clean ship	2020/02/15 22:53:17	on deck			4456												2020/02/15 22:36:46			4452	SLmax = 800m												
M161	M161_210-1	Fluorometer,Oxygen Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Methane Sensor,Altimeter	FLU,O2,WS,CTD,POS,METHAN,ALTI	CTD	CTD	2020/02/16 01:31:58	in the water			4735	W2, clean ship	2020/02/16 02:07:40	on deck			4741												2020/02/16 01:50:22			4742	SLmax = 800m												
M161	M161_211-1	Altimeter,Water Sampler,Methane Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Positioning System	ALTI,WS,METHAN,CTD,FLU,O2,POS	CTD	CTD	2020/02/16 04:33:04	in the water			4955	W2, clean ship	2020/02/16 05:30:50	on deck			4952												2020/02/16 04:51:50			4955	SLmax = 800m												
M161	M161_212-1	Altimeter,Methane Sensor,Oxygen Sensor,Fluorometer,Positioning System,Conductivity-Temperature-Depth Sensors,Water Sampler	ALTI,METHAN,O2,FLU,POS,CTD,WS	CTD	CTD	2020/02/16 06:45:30	in the water			4955	W2, clean ship	2020/02/16 07:14:37	on deck			4954												2020/02/16 06:54:36			4955	SLmax = 250m												
M161	M161_213-1	Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Oxygen Sensor,Altimeter,Methane Sensor,Fluorometer	WS,CTD,POS,O2,ALTI,METHAN,FLU	CTD	CTD	2020/02/16 08:39:18	in the water			4828	W2, clean ship	2020/02/16 09:14:04	on deck			4832												2020/02/16 08:57:26			4827	SLmax = 800m												
M161	M161_214-1	Oxygen Sensor,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors,Methane Sensor,Altimeter,Fluorometer	O2,POS,WS,CTD,METHAN,ALTI,FLU	CTD	CTD	2020/02/16 11:07:47	in the water			4864	W2, clean ship	2020/02/16 11:42:50	on deck			4862												2020/02/16 11:25:44			4863	SLmax = 800m												
M161	M161_215-1	Glider	GLD	Glider	GLIDER	2020/02/16 14:21:38	on deck			5170		2020/02/16 14:21:38	on deck			5170																												
M161	M161_216-1	Glider	GLD	Glider	GLIDER	2020/02/16 14:40:53	on deck			5168		2020/02/16 14:40:53	on deck			5168																												
M161	M161_217-1	Water Sampler,Fluorometer,Oxygen Sensor,Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Altimeter	WS,FLU,O2,METHAN,POS,CTD,ALTI	CTD	CTD	2020/02/16 14:57:56	in the water			5168	W2, clean ship	2020/02/16 16:04:47	on deck			5168												2020/02/16 15:21:40			5168	SLmax = 1000m												
M161	M161_218-1	Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Methane Sensor,Positioning System,Water Sampler,Altimeter,Fluorometer	CTD,O2,METHAN,POS,WS,ALTI,FLU	CTD	CTD	2020/02/16 17:02:40	in the water			5175	W2, clean ship	2020/02/16 17:43:10	on deck			5171												2020/02/16 17:21:57			5174	SLmax = 800m												
M161	M161_219-1	Conductivity-Temperature-Depth Sensors,Methane Sensor,Altimeter,Fluorometer,Positioning System,Oxygen Sensor,Water Sampler	CTD,METHAN,ALTI,FLU,POS,O2,WS	CTD	CTD	2020/02/16 19:30:07	in the water			5170	W2, clean ship	2020/02/16 20:05:36	on deck			5172												2020/02/16 19:48:42			5168	SLmax = 800m												
M161	M161_220-1	Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Fluorometer,Positioning System,Altimeter	O2,CTD,METHAN,WS,FLU,POS,ALTI	CTD	CTD	2020/02/16 22:10:35	in the water			5099	W2, clean ship	2020/02/16 22:43:51	on deck			5099												2020/02/16 22:27:22			5101	SLmax = 800m												
M161	M161_221-1	Conductivity-Temperature-Depth Sensors,Positioning System,Altimeter,Oxygen Sensor,Fluorometer,Water Sampler,Methane Sensor	CTD,POS,ALTI,O2,FLU,WS,METHAN	CTD	CTD	2020/02/17 00:27:57	in the water			5127	W2, clean ship	2020/02/17 01:06:52	on deck			5127												2020/02/17 00:48:11			5128	SLmax = 800m												
M161	M161_222-1	Positioning System,Water Sampler,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Oxygen Sensor,Altimeter	POS,WS,FLU,CTD,METHAN,O2,ALTI	CTD	CTD	2020/02/17 03:07:56	in the water			5157	W2, clean ship	2020/02/17 03:40:00	on deck			5156												2020/02/17 03:24:57			5163	SLmax = 800m												
M161	M161_223-1	Conductivity-Temperature-Depth Sensors,Altimeter,Oxygen Sensor,Methane Sensor,Fluorometer,Water Sampler,Positioning System	CTD,ALTI,O2,METHAN,FLU,WS,POS	CTD	CTD	2020/02/17 06:03:19	in the water			5375	W2, clean ship	2020/02/17 06:41:29	on deck			5375												2020/02/17 06:22:36			5373	SLmax = 800m												
M161	M161_224-1	Fluorometer,Water Sampler,Altimeter,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Positioning System	FLU,WS,ALTI,O2,CTD,METHAN,POS	CTD	CTD	2020/02/17 08:55:53	in the water			5509	W2, clean ship	2020/02/17 09:30:41	on deck			5508												2020/02/17 09:13:51			5508	SLmax = 800m												
M161	M161_225-1	Oxygen Sensor,Water Sampler,Positioning System,Altimeter,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor	O2,WS,POS,ALTI,FLU,CTD,METHAN	CTD	CTD	2020/02/17 11:51:17	in the water			5173	W2, clean ship	2020/02/17 12:31:50	on deck			5171												2020/02/17 12:12:29			5173	SLmax = 800m												
M161	M161_226-1	Methane Sensor,Altimeter,Water Sampler,Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Positioning System	METHAN,ALTI,WS,FLU,O2,CTD,POS	CTD	CTD	2020/02/17 15:15:55	in the water			4865	W2, clean ship	2020/02/17 16:00:09	on deck			4868												2020/02/17 15:37:20			4872	SLmax = 800m												
M161	M161_227-1	Oxygen Sensor,Altimeter,Positioning System,Fluorometer,Water Sampler,Conductivity-Temperature-Depth Sensors,Methane Sensor	O2,ALTI,POS,FLU,WS,CTD,METHAN	CTD	CTD	2020/02/17 17:57:35	in the water			4826	W2, clean ship	2020/02/17 18:35:22	on deck			4830												2020/02/17 18:16:21			4827	SLmax = 800m												
